talk_page_id	talk_revision_id	talk_page_title	article_page_id	article_revision_id	rating	is_training	num_inlinks	num_views
4168541	754093779	Demographics_of_the_Gambia	69673	763596048	Top	1	207	64.89285714285714
4177702	735647103	Prophecy_(Shia_Islam)	2436127	731218034	Top	1	61	17.785714285714285
4185437	722838610	List_of_regions_of_Canada	519130	762318551	Top	1	3589	493.67857142857144
4199364	730083548	Origins_of_the_Cold_War	420956	764020110	Top	1	20	272.2142857142857
4203481	713171438	Millennium_(Backstreet_Boys_album)	2208575	768206991	Top	1	233	456.14285714285717
4204354	517735205	Tayeb_Salih	514472	754547089	Top	1	34	78.07142857142857
4219436	730859205	No_Fences	2484743	755464622	Top	1	122	223.03571428571428
4219438	637336360	Ropin'_the_Wind	2504071	765868093	Top	1	215	177.82142857142858
4231225	548253260	Rozwi_Empire	993339	751379812	Top	1	53	88.67857142857143
4269697	738492604	Medal	375211	765524599	Top	1	1235	262.60714285714283
4280400	758752486	Cell_signaling	4109042	766574539	Top	0	1121	639.1071428571429
4286471	699533888	Regions_of_Chad	2666523	768476516	Top	1	268	40.357142857142854
4287844	497464999	French_Chad	3650091	755683111	Top	1	161	50.857142857142854
4289475	694550676	Sultanate_of_Bagirmi	1446392	765272919	Top	1	15	18.321428571428573
4294068	630177495	Djibouti_Armed_Forces	8048	751595262	Top	1	134	98.28571428571429
4295798	679535712	Federal_District_(Brazil)	145964	766216202	Top	0	719	145.5
4310700	748834443	In_the_Air_Tonight	649267	768900357	Top	1	196	1367.25
4339775	699151800	Ancient_Egyptian_concept_of_the_soul	98176	768938885	Top	1	210	411.89285714285717
4360632	664518187	Imamate	2457372	766053994	Top	1	348	79.89285714285714
4370510	754079882	Demographics_of_Chad	5331	763122184	Top	1	101	37.464285714285715
4370835	500104044	Departments_of_Chad	2707964	768476975	Top	1	261	16.535714285714285
4371464	743875070	Porto_Alegre	172237	768711990	Top	1	2552	545.2857142857143
4378268	736012046	Price	211295	762105383	Top	1	374	570.4285714285714
4401147	734181746	Moscow_Victory_Parade_of_1945	4397551	768734437	Top	1	72	107.57142857142857
4418989	685108266	State_highway	332996	767741676	Top	1	5265	148.39285714285714
4419561	548254378	Foreign_aid_to_Ethiopia	3898843	623989114	Top	1	121	29.535714285714285
4420715	654662562	Dhikr	1454375	766421453	Top	0	515	354.10714285714283
4442475	726408029	Dawah	1861989	767866870	Top	1	676	287.39285714285717
4474703	675351405	Fact_sheet	599325	767832494	Top	1	13	160.89285714285714
4488595	671576942	Near_Eastern_archaeology	703035	760598875	Top	1	67	22.107142857142858
4489503	636769159	The_Tale_of_Peter_Rabbit	862594	767855653	Top	1	95	434.82142857142856
4533386	705869614	Lakki_Marwat_District	3828439	767350906	Top	1	224	47.642857142857146
4537692	739390425	Shaanxi	155520	768765096	Top	1	3066	536.2142857142857
4544712	749138526	Bhagavata	1639690	759887021	Top	1	72	61.035714285714285
4550306	418837208	First_Minister_of_Wales	602076	758122641	Top	0	344	121.85714285714286
4625303	756640009	Eritrean_Defence_Forces	9384	756640003	Top	1	96	120.92857142857143
4670832	767670662	Indian_Armed_Forces	7171338	768959089	Top	1	1014	2452.8571428571427
4702154	762361820	Muhammad_in_Islam	4701870	766737210	Top	1	1082	1146.7142857142858
4708915	335449948	Model_year	426916	767711527	Top	1	1117	717.2857142857143
4813620	738870464	Abraham_ben_David	1577256	747111887	Top	0	57	26.071428571428573
4824929	704762959	Vaduz	59036	766855199	Top	1	635	472.32142857142856
4839090	672255952	Afro-American_religion	651555	758926801	Top	1	582	159.75
4852036	760780191	Controlled-access_highway	2411002	768961139	Top	1	1253	699.1071428571429
4853699	549997646	Fouta_Djallon	1364993	759424754	Top	1	122	71.42857142857143
4896013	692715114	Ross_Dependency	161693	748776877	Top	1	1099	206.85714285714286
4897246	725306179	Niamey	57061	767986977	Top	0	985	390.42857142857144
4900588	561168395	Military_history_of_the_Three_Kingdoms	842144	730550135	Top	1	4	26.214285714285715
4907524	765815500	The_New_Church	4907523	766922327	Top	0	198	344.64285714285717
4918225	745692243	Company	4918223	768757664	Top	1	1776	1550.642857142857
4935711	660106072	William_J._Seymour	847515	764453730	Top	1	181	205.71428571428572
4976700	587822729	Centennial_Olympic_Park	878544	768838329	Top	0	442	172.85714285714286
4991613	748117172	Zhejiang	96602	768760532	Top	1	3492	723.8571428571429
4993704	504811738	Departments_of_Niger	689888	754184981	Top	1	335	20.714285714285715
5003956	689201013	Middlemarch	165326	768073357	Top	1	140	870.0357142857143
5018698	730741153	Ethiopian_National_Defense_Force	9405	768949616	Top	1	182	237.42857142857142
5021141	748125623	Acropolis_of_Athens	2076	767737760	Top	1	424	1672.4642857142858
5033744	550912138	Tropical_cyclone_rainfall_climatology	3814024	712802162	Top	1	36	37.857142857142854
5060963	707646987	Rugby_union_in_New_Zealand	5030980	763522680	Top	1	292	67.67857142857143
5065976	717777002	Hawaiian_religion	17990997	765277283	Top	1	361	439.0357142857143
5167879	717779136	Heilongjiang	173816	767717074	Top	1	1878	471.5357142857143
5176966	734156658	Maseru	57047	763764217	Top	1	432	239.28571428571428
5177895	732218592	Victoria,_Seychelles	670780	768674034	Top	1	380	284.14285714285717
5190930	717834469	Porto-Novo	57395	767987115	Top	0	388	205.57142857142858
5190951	747601811	Bissau	56629	763763260	Top	0	644	214.39285714285714
5197595	188436080	Rugby_union_in_France	5139137	765507798	Top	1	446	123.25
5197615	679907517	Rugby_union_in_Ireland	4629685	758473860	Top	0	397	143.14285714285714
5242305	628603242	Referendums_in_New_Zealand	5241465	726561515	Top	1	171	22.714285714285715
5243638	630075262	Colonization_of_the_Congo	1270083	766008230	Top	1	102	181.78571428571428
5245559	685663929	Planetary_geology	1109114	761164042	Top	1	160	73.89285714285714
5245725	754093317	Demographics_of_Zambia	34431	756574740	Top	0	129	69.64285714285714
5264490	664687120	History_of_Tulsa,_Oklahoma	3492461	767035563	Top	1	29	70.5
5271237	727287671	Jesus_College,_Oxford	128345	761777358	Top	1	1082	160.64285714285714
5284844	767771781	Neo-Babylonian_Empire	5204236	755761578	Top	1	879	638.8214285714286
5313853	736928179	Bank_regulation	1198314	764696334	Top	1	635	458.7857142857143
5324353	752287500	Religion_and_drugs	2550591	766421048	Top	1	136	111.92857142857143
5351261	705883371	Yazata	2359143	718997765	Top	1	160	125.57142857142857
5380676	699233829	Caroline_Islands	191256	757827569	Top	1	1214	286.2857142857143
5393866	737503191	Joshua_Nkomo	360514	768592449	Top	1	173	256.9642857142857
5394871	748572000	Subsidiary	567852	761762002	Top	1	10117	2843.5714285714284
5402804	624127241	Sinhala_Kingdom	4409029	740969533	Top	1	172	82.82142857142857
5415184	732525654	Refractive_error	866988	760927067	Top	1	367	263.7857142857143
5417540	612345827	List_of_universities_and_colleges_in_Ethiopia	4021097	751001935	Top	1	11	125.25
5429730	755763526	New_Zealand_House_of_Representatives	353844	766962741	Top	1	950	153.57142857142858
5434251	757346308	Battle_of_Mogadishu_(2006)	5133196	768810620	Top	1	18	61.82142857142857
5451690	763956432	Telangana	990267	768834847	Top	0	5128	3725.035714285714
5455415	761717003	Regions_of_Namibia	449440	761537503	Top	1	324	83.28571428571429
5464858	754083760	Demographics_of_Ivory_Coast	5566	768455980	Top	1	110	52.57142857142857
5476216	754092465	Demographics_of_Uganda	56923	763596628	Top	1	192	106.28571428571429
5476221	754092271	Demographics_of_Tunisia	50815	767545293	Top	0	193	134.75
5476224	754092145	Demographics_of_Togo	30141	764135480	Top	1	115	29.178571428571427
5476230	754091975	Demographics_of_Tanzania	30121	763596054	Top	0	156	121.17857142857143
5476234	754091429	Demographics_of_Swaziland	27454	763593177	Top	0	118	42.785714285714285
5526832	726859181	Argentine_Antarctica	1853614	767987973	Top	1	330	153.53571428571428
5559178	732561670	Mormonism	21023	768390070	Top	1	1031	1878.357142857143
5565116	505794448	Regions_of_Tanzania	689403	766724928	Top	0	565	121.67857142857143
5600004	420902190	Vostok_2	192926	755192553	Top	1	81	57.25
5611350	513212933	Yisroel_Salanter	544903	764456967	Top	1	24	28.214285714285715
5633549	501001944	Culture_of_Ghana	788753	760020342	Top	1	189	118.42857142857143
5633774	768105335	Oromo_language	341861	759440033	Top	1	677	408.32142857142856
5636921	554477046	Demographics_of_Botswana	3614	766346202	Top	0	198	112.64285714285714
5636924	499972115	Demographics_of_Burkina_Faso	3678	756568450	Top	0	138	34.75
5636926	499974232	Demographics_of_Burundi	3696	758848907	Top	1	106	34.07142857142857
5636929	500050318	Demographics_of_Cameroon	5450	768115082	Top	0	101	53.32142857142857
5636932	744651934	Demographics_of_Cape_Verde	5461	756740400	Top	1	137	92.17857142857143
5636936	754093677	Demographics_of_the_Central_African_Republic	5481	763592267	Top	1	132	43.0
5636940	754093684	Demographics_of_the_Comoros	6002	763593023	Top	1	90	22.285714285714285
5636953	754094100	Demographics_of_the_Republic_of_the_Congo	25497	763592246	Top	1	180	33.32142857142857
5636959	638928005	Demographics_of_Djibouti	8043	761539072	Top	1	117	55.67857142857143
5636962	500570218	Demographics_of_Equatorial_Guinea	9369	765144141	Top	1	100	42.82142857142857
5636970	500877638	Demographics_of_Gabon	12030	756573715	Top	1	129	66.0
5636974	508208447	Demographics_of_Ghana	12070	756573802	Top	1	269	101.71428571428571
5636977	501007813	Demographics_of_Guinea	12179	768827090	Top	1	129	31.142857142857142
5636981	501015079	Demographics_of_Guinea-Bissau	12189	734143642	Top	1	115	22.071428571428573
5636984	756029158	Demographics_of_Kenya	16655	768562210	Top	1	214	281.2142857142857
5636985	754084800	Demographics_of_Lesotho	17784	763595228	Top	0	182	74.53571428571429
5636986	754084831	Demographics_of_Liberia	17794	763592256	Top	0	149	76.17857142857143
5636991	754085326	Demographics_of_Malawi	19100	763594370	Top	1	88	43.964285714285715
5636992	754085393	Demographics_of_Mali	19130	763593215	Top	1	156	63.607142857142854
5636994	754085601	Demographics_of_Mauritania	19182	763592643	Top	1	275	57.17857142857143
5637000	754086412	Demographics_of_Mozambique	19304	763596124	Top	1	103	58.642857142857146
5637011	754086472	Demographics_of_Namibia	21295	763592779	Top	1	101	96.0
5637015	754087465	Demographics_of_Niger	21376	764262991	Top	1	113	119.89285714285714
5637020	754091664	Demographics_of_São_Tomé_and_Príncipe	27261	763595550	Top	0	182	27.464285714285715
5639119	684542980	Regions_of_Morocco	5029939	768223727	Top	0	1524	83.32142857142857
5650139	681426046	Haoma	103407	757584586	Top	1	52	107.17857142857143
5651958	762635643	List_of_multilingual_countries_and_regions	5127913	766822807	Top	1	14	330.2142857142857
5696304	699908812	Sacred_architecture	4393502	749221730	Top	1	3375	142.67857142857142
5714094	752333814	Djibouti_City	920729	768704908	Top	1	250	272.32142857142856
5827399	692447680	Guizhou	173815	768542988	Top	1	1949	419.75
5834999	520150694	Jiangxi	173817	767720491	Top	1	2330	436.57142857142856
5867002	704694385	Sport_in_Canada	1603583	768820622	Top	1	360	444.60714285714283
5882018	725600374	Oral_Torah	850588	763616903	Top	1	213	278.39285714285717
5928056	761145133	New_England	21531764	768936510	Top	1	8289	5105.642857142857
5929276	763173333	Neurolinguistics	179092	766110978	Top	1	325	188.82142857142858
5932098	619459619	Limited-access_road	1300026	767742326	Top	1	1021	181.35714285714286
5935009	736727172	Egyptian_Armed_Forces	9354	768900190	Top	0	341	344.17857142857144
5936163	528656295	Zemene_Mesafint	5572280	761825855	Top	1	172	56.642857142857146
5942138	684347075	Cinema_of_Brazil	3723982	767781799	Top	1	959	76.32142857142857
5948981	752407689	Target_market	15383885	768964949	Top	1	101	858.0357142857143
5964138	754708186	Districts_of_Seychelles	3782125	754708185	Top	1	222	32.82142857142857
5969801	505470622	Seychellois_Creole_people	5872510	749683423	Top	1	86	168.39285714285714
5970753	696349788	Alkaloid	2341	761154577	Top	1	1123	1276.2142857142858
5998081	624354951	Spanish_architecture	5991438	767787460	Top	1	282	228.60714285714286
5998155	685740850	Rivers_State	1966992	768829838	Top	1	1264	270.10714285714283
6015234	730755642	Let's_Get_It_On	1175660	768570535	Top	1	216	363.60714285714283
6025047	487191867	Rabin_signature_algorithm	5954800	711327518	Top	1	2	7.428571428571429
6061744	679537931	Roraima	315037	764520308	Top	1	802	141.60714285714286
6061758	679537475	Amapá	229502	764461709	Top	0	923	131.53571428571428
6061789	679536880	Pará	229521	764461833	Top	1	1765	184.42857142857142
6061795	679536233	Tocantins	48764	763760965	Top	1	770	80.25
6061823	679538001	Rondônia	229552	760105142	Top	0	917	113.96428571428571
6061901	679536753	Paraíba	229523	764461867	Top	1	1136	109.28571428571429
6061922	679537518	Alagoas	165082	768149236	Top	1	884	122.35714285714286
6061926	679536286	Sergipe	229555	728465393	Top	1	722	83.96428571428571
6061949	679537889	Mato_Grosso	229514	764461781	Top	1	1572	263.5357142857143
6062031	733305625	Espírito_Santo	33687312	754624725	Top	0	1605	469.60714285714283
6068614	654450217	1950s_quiz_show_scandals	232599	768477956	Top	1	31	259.92857142857144
6070181	615264148	Racket_(sports_equipment)	52664	766149675	Top	1	133	279.39285714285717
6164939	745373441	Seraphim_of_Sarov	2011060	749651586	Top	1	81	106.42857142857143
6174997	698973136	Lehigh_Valley	1165886	766905038	Top	0	1104	417.32142857142856
6210434	643949200	Jean_Metzinger	313516	758148469	Top	1	418	183.96428571428572
6217972	699117755	Chinese_astronomy	1524517	764526343	Top	1	459	196.42857142857142
6224750	745457812	Audience	696946	768870038	Top	1	561	303.14285714285717
6277052	751871123	Kpanlogo	2257051	759039494	Top	1	9	33.357142857142854
6299996	705169742	Sultanate_of_Aussa	5827660	751318179	Top	1	54	32.714285714285715
6300082	500837623	Mudaito_Dynasty	5827740	727111553	Top	1	27	17.892857142857142
6350563	749119989	I'm_Gonna_Make_You_Love_Me	1575040	763118980	Top	1	317	77.64285714285714
6350916	732989482	I_Hear_a_Symphony	1215300	752089170	Top	1	242	34.92857142857143
6353240	699411887	Lose_Yourself	2271575	768360009	Top	1	572	952.0714285714286
6353357	577398230	Love_Child_(song)	1172526	747457369	Top	1	244	75.67857142857143
6354648	757951741	Dominion_of_New_Zealand	431394	762089531	Top	0	504	118.75
6375958	767125118	Life	18393	768407159	Top	1	1057	2891.1785714285716
6445500	666981725	Jerry_Mateparae	4298399	767775242	Top	1	97	79.57142857142857
6462033	719543207	Scottish_inventions_and_discoveries	3561981	766380693	Top	0	283	354.4642857142857
6466558	581773775	Open_research	3156313	763142485	Top	1	99	86.85714285714286
6469005	686380774	Lansana_Conté	392412	761402354	Top	1	134	81.46428571428571
6491991	765693173	Relational_database	25873	767120383	Top	0	527	1197.5357142857142
6500098	512521145	Moussa_Traoré	1708815	745351204	Top	1	154	47.357142857142854
6540066	761586781	Nehemiah	3137245	763512547	Top	1	190	514.75
6576996	721007453	Ethiopian_Civil_War	6572888	768497417	Top	1	635	271.07142857142856
6600291	718823613	Jamaica,_Land_We_Love	212763	768349364	Top	1	101	124.82142857142857
6614723	753188611	Old_Kingdom_of_Egypt	152500	768101142	Top	1	683	762.5357142857143
6617902	687896465	Victoria_(crater)	1672591	759008435	Top	1	60	26.321428571428573
6652657	712783147	Tom_Watson_(golfer)	585794	767975452	Top	1	660	324.60714285714283
6674490	742588781	Otis_Blue/Otis_Redding_Sings_Soul	1591139	757303671	Top	0	42	76.78571428571429
6679160	762222764	A_priori_and_a_posteriori	6679056	766343741	Top	0	683	1226.392857142857
6732402	676530439	Francesco_Bartolomeo_Rastrelli	1270817	766095694	Top	1	69	58.857142857142854
6752476	616706557	Temple_of_Venus_and_Roma	2744441	718433930	Top	1	79	102.35714285714286
6763265	757496895	HIV/AIDS_in_South_Africa	6336280	764628212	Top	1	514	321.0357142857143
6763662	717852921	Protein_targeting	24834	754887519	Top	1	245	216.71428571428572
6770444	523210127	Subregions_of_Eritrea	4719615	725692587	Top	1	153	12.714285714285714
6770878	736374227	Hausa_language	14216	768947144	Top	1	1022	807.2857142857143
6783729	700250528	Politics_of_South_Sudan	6761596	767822091	Top	1	158	60.714285714285715
6855283	505470947	Franco-Seychellois	5918095	749831156	Top	1	122	16.642857142857142
6856993	766012808	Truss_bridge	896753	767892999	Top	0	1190	970.0
6883371	758600211	Samuel	28354	767731267	Top	0	777	870.6785714285714
6908935	717753567	Endomembrane_system	9927	766363907	Top	1	224	453.2142857142857
6909104	760151648	Gene_expression	159266	766880601	Top	1	8855	1126.0357142857142
6967663	561835656	Flag_of_Rhodesia	1324520	741286428	Top	1	87	70.21428571428571
6976159	616707187	Architecture_of_Sweden	6579985	736539370	Top	1	144	43.25
6979927	574573109	Anti-fascist_Assembly_for_the_National_Liberation_of_Macedonia	5232356	763613775	Top	1	120	19.821428571428573
7008668	698197467	Lamellophone	958230	742086959	Top	1	48	78.71428571428571
7013124	754708422	Districts_of_Tanzania	3897945	763037149	Top	1	573	74.32142857142857
7013902	765309848	List_of_current_members_of_the_Rajya_Sabha	7013883	768943618	Top	1	84	1387.4642857142858
7044891	571959829	Abu_Yusuf	5108403	748131083	Top	0	196	66.92857142857143
7083816	572310945	Leo_Baeck	929844	762560779	Top	1	134	44.964285714285715
7104252	757559934	Political_status_of_Kosovo	7096141	766959242	Top	1	270	54.785714285714285
7129268	288199807	State_highways_in_Virginia	2660983	763911207	Top	0	407	24.535714285714285
7142645	510040847	Toll_roads_in_the_United_States	7133037	733831508	Top	1	20	64.57142857142857
7195883	421414879	Soong_sisters	28609	761325852	Top	1	31	159.78571428571428
7202512	561481864	Hincmar	896167	744821031	Top	0	87	20.571428571428573
7205988	700308970	North_Kosovo	7192728	768449410	Top	0	133	92.46428571428571
7206317	548270578	Zimbabwe_Defence_Forces	34407	767260543	Top	1	118	95.92857142857143
7206323	752261011	Zimbabwe_National_Army	2416550	766955764	Top	1	98	180.03571428571428
7206422	697098594	Tunisian_Armed_Forces	50816	766104882	Top	1	122	116.07142857142857
7206472	521914171	Sudanese_Armed_Forces	27429	768896568	Top	1	158	147.82142857142858
7275782	421209907	List_of_Russian_films	6599305	761963405	Top	1	1919	101.32142857142857
7277146	674111222	Flag_of_Zambia	459366	743030938	Top	1	171	122.10714285714286
7293691	664874784	Taxation_in_New_Zealand	3489334	768830551	Top	1	372	344.67857142857144
7314154	677790750	Military_of_Burkina_Faso	3683	766542951	Top	1	171	69.14285714285714
7314160	679148053	Military_of_the_Comoros	6008	751362452	Top	1	36	24.964285714285715
7314176	717831622	Military_of_Guinea	12184	752949859	Top	1	155	51.82142857142857
7314206	505486970	Republic_of_Sierra_Leone_Armed_Forces	27316	747862536	Top	1	174	82.10714285714286
7314215	629111864	Armed_Forces_of_the_Republic_of_the_Congo	25502	760117475	Top	1	92	47.785714285714285
7321490	761695792	Levite	70577	766445143	Top	1	245	508.67857142857144
7364454	707690271	Japanese_invasion_of_Manchuria	7333723	761672688	Top	1	347	1167.6785714285713
7369286	734171677	History_of_Zambia	34429	767523056	Top	1	293	236.10714285714286
7434995	752391800	Buddhist_monasticism	2918820	752391795	Top	1	2138	175.71428571428572
7469139	755638914	Eastern_Front_(Sudan)	2811426	763551277	Top	0	25	30.964285714285715
7475951	455801946	Fleischer_Studios	176847	767388303	Top	1	635	211.39285714285714
7492489	641887939	Rashid_Rida	3259145	763344487	Top	1	194	103.07142857142857
7533078	707997884	Franco-Spanish_War_(1635–59)	5986369	765300104	Top	1	96	183.78571428571428
7568563	723834447	Iona	15039	765631636	Top	1	624	494.85714285714283
7579443	747225200	List_of_universities_in_India	402356	768514630	Top	1	682	786.2857142857143
7628463	744904764	Armed_Forces_of_the_Democratic_Republic_of_the_Congo	8029	768587013	Top	1	112	162.92857142857142
7753776	625043469	La_Navidad	7718226	764664234	Top	1	25	106.03571428571429
7766388	709691877	Clothing_in_Africa	1831502	764525986	Top	0	133	418.67857142857144
7775043	742551481	Administrative_divisions_of_Morocco	7773517	766759939	Top	1	246	53.142857142857146
7776490	686461585	Hispanic_America	452104	756572679	Top	1	432	328.32142857142856
7793228	519007345	Index_fossil	45930	752122654	Top	0	128	259.10714285714283
7885276	558876931	Vinaya_Pitaka	1725837	723135762	Top	0	93	90.21428571428571
7886441	742621947	Advance_of_the_Islamic_Courts_Union	7149073	766618547	Top	1	26	14.607142857142858
7887165	760373898	Charades	52100	761912229	Top	1	136	487.75
7937513	671466972	Tel_Aviv_Stock_Exchange	465910	766978880	Top	0	372	109.53571428571429
7962512	758798395	Sinhalese_language	366377	768863494	Top	1	1481	933.1071428571429
8044024	734187859	History_of_Kiribati	16675	762987849	Top	1	53	34.82142857142857
8090561	745145176	Ashgabat	56569	768191239	Top	1	808	567.5357142857143
8121579	748613791	National_Forces_of_Liberation	8120949	761691654	Top	1	55	22.25
8136267	728749001	Hindu_iconography	46269783	762404784	Top	1	1087	215.64285714285714
8183733	722115746	Philosophy_of_mathematics	46439	763957978	Top	1	696	474.7857142857143
8210076	572311217	Joshua_ben_Hananiah	8203914	751467236	Top	1	151	35.464285714285715
8210250	463195629	Walter_Hagen	1507806	762522157	Top	1	437	330.25
8231238	577180461	Pancharatra	2481280	727085776	Top	1	25	51.785714285714285
8236663	533533489	Baoulé_people	1162763	763789818	Top	1	73	62.535714285714285
8251128	628620439	Transitional_Federal_Parliament	4503010	768810672	Top	0	99	23.535714285714285
8258864	744247807	History_of_geology	8245348	768826589	Top	1	201	114.14285714285714
8259477	747803530	Physical_quantity	23204	747802343	Top	1	139	399.9642857142857
8262282	572311265	Johanan_ben_Zakai	4291655	766924363	Top	0	124	79.5
8316974	754464732	Ministry_of_Defence_(India)	7144565	765426510	Top	0	448	697.7857142857143
8321303	616735900	Louvre_Palace	6029223	767348327	Top	0	191	448.60714285714283
8336372	498894816	Kabwe	1929812	768826293	Top	0	140	66.89285714285714
8379740	712607004	Uttarakhand	1429154	768120026	Top	1	3247	2419.1428571428573
8389688	648138407	Mozambican_Civil_War	3124398	759053422	Top	1	480	256.07142857142856
8408329	751172820	Christian_tradition	1024864	764620146	Top	1	385	137.60714285714286
8412959	499974007	Collines_of_Burundi	4569104	756460727	Top	1	155	14.142857142857142
8445763	393911552	Culture_of_Kiribati	4964874	767982468	Top	1	162	38.535714285714285
8447536	624806888	Haitian_mythology	929490	730312329	Top	1	94	72.60714285714286
8447998	689736035	Jacques_Stephen_Alexis	7391591	759259919	Top	1	10	10.928571428571429
8448696	692884187	Pic_la_Selle	1212553	742523144	Top	0	65	25.464285714285715
8448707	692884201	Pic_Macaya	7629533	742106642	Top	1	70	11.178571428571429
8457930	704885053	Pohnpei	47779	767564541	Top	1	497	275.89285714285717
8469437	753338213	Streamline_Moderne	1207392	766355499	Top	1	649	431.89285714285717
8502068	650573590	Provinces_of_the_Democratic_Republic_of_the_Congo	3984115	767344989	Top	1	463	132.75
8503397	700476637	Jewish_commentaries_on_the_Bible	8503190	766402191	Top	1	93	53.607142857142854
8523113	677916895	Executive_(government)	10263	765147588	Top	0	3001	1567.392857142857
8525155	743044955	Open_access	381219	766730420	Top	1	8284	1469.7142857142858
8526660	666589704	Cinema_of_South_Africa	1607058	757887194	Top	1	290	55.17857142857143
8531185	625877678	Nigerian_Armed_Forces	21391	766158255	Top	1	204	450.2142857142857
8531365	705116413	Local_government_areas_of_Nigeria	4006721	750941974	Top	1	273	364.14285714285717
8569501	762425865	Ancient_Canaanite_religion	2375688	766226997	Top	1	90	483.42857142857144
8572727	757652824	Taxation_in_India	7997302	768729261	Top	1	480	834.5357142857143
8609438	700081982	Rugby_union_in_Argentina	5503095	746602033	Top	1	283	41.92857142857143
8634494	732134510	St._George's,_Grenada	57646	764980812	Top	1	532	218.67857142857142
8641025	733321536	Languages_of_Egypt	3552038	766897605	Top	1	187	367.92857142857144
8668231	697677964	Cocktail_garnish	8656691	758965518	Top	1	81	74.5
8685572	628550795	Elections_in_Zimbabwe	1379036	760519445	Top	1	192	57.714285714285715
8709350	502977804	Culture_of_Ivory_Coast	1786042	768465140	Top	1	75	59.857142857142854
8716547	711217091	Harry_Vardon	491093	762115899	Top	1	354	665.6071428571429
8717220	759085193	Gene_Sarazen	225880	764314770	Top	0	705	148.64285714285714
8727472	750789859	Chicago_school_(architecture)	304484	750789858	Top	1	502	181.46428571428572
8734336	746590542	Catholic_Church_in_Italy	4513428	765601397	Top	1	424	57.107142857142854
8735031	726478721	Russian_Revival_architecture	8718413	768047350	Top	1	121	53.67857142857143
8753852	514958762	Mariinsky_Ballet	407551	766828703	Top	1	401	175.71428571428572
8767863	616017414	Voskhod_2	195223	765930561	Top	1	110	128.71428571428572
8812734	713733317	Open_access_journal	7354767	762198637	Top	1	1395	244.0
8853714	393704066	Economy_of_the_Bahamas	3477	767624111	Top	1	63	122.89285714285714
8856479	700078451	Severus_of_Antioch	290585	765322049	Top	1	153	42.535714285714285
8862338	706021582	Ahura	216977	745664005	Top	1	126	66.07142857142857
8862399	730894353	Barents_Sea	44060	766055657	Top	0	1014	391.2142857142857
8870810	766815849	University_of_the_West_Indies	1162419	762140806	Top	1	876	297.07142857142856
8877455	713524193	Motorsport	293861	768667074	Top	1	1191	302.17857142857144
8909466	757723561	Energy_policy_of_Russia	8909138	768905280	Top	1	160	54.857142857142854
8938977	752818641	Architecture_of_Portugal	8938191	751479899	Top	1	319	72.17857142857143
8947373	567650453	Kingdom_of_Abkhazia	4091198	765737008	Top	1	269	61.07142857142857
8962972	717786191	Hubei	83319	767720300	Top	1	3104	446.0357142857143
9010687	730729870	Hunan	166409	767720337	Top	1	3606	634.3571428571429
9017692	584115575	Demographics_of_the_Marshall_Islands	19150	733638550	Top	1	184	27.035714285714285
9021077	717838169	Neiva,_Huila	888128	768701216	Top	1	105	58.642857142857146
9022876	686097565	Jilin	173797	768325584	Top	1	1709	411.7857142857143
9050352	676528308	Alejandro_Obregón	4113478	744741215	Top	1	30	31.0
9053840	496797127	Cetshwayo_kaMpande	510520	761913530	Top	0	74	179.89285714285714
9058281	717758430	Ferdinand_Lassalle	197666	760702139	Top	1	334	113.75
9095733	745477067	Trident_nuclear_programme	9095461	767199488	Top	1	72	530.4642857142857
9098878	584117526	Transport_in_Russia	25707	762262126	Top	0	403	114.28571428571429
9122847	676517200	Joseph_Cook	328539	768648997	Top	1	213	61.214285714285715
9228249	587768027	List_of_lakes_of_Russia	396912	767946459	Top	1	267	71.32142857142857
9305235	750181110	Central_African_Empire	176318	767386037	Top	1	260	165.60714285714286
9315988	678398806	Maravi	1704859	762263952	Top	1	22	31.571428571428573
9402213	500871825	List_of_islands_of_Mayotte	4534120	765022943	Top	1	14	7.0
9451883	486890671	Information-theoretic_security	677968	746864066	Top	0	17	63.107142857142854
9464069	745581693	Atlanta_Symphony_Orchestra	148394	768007279	Top	1	244	39.25
9496650	747367976	Provinces_of_New_Zealand	275023	763708673	Top	1	133	124.0
9499730	701933680	Rocket_propellant	30873089	762829511	Top	1	139	662.0357142857143
9561568	625728146	History_of_clothing_and_textiles	8288124	764684474	Top	1	1298	606.4285714285714
9584645	499656044	Kong_Empire	7432185	747558096	Top	1	130	44.17857142857143
9605558	497316414	Republic_of_Upper_Volta	42545	765165752	Top	1	423	233.32142857142858
9606230	707201388	Niger_Armed_Forces	21381	768670241	Top	0	93	84.57142857142857
9612596	754108658	Ethiopian_Empire	9602302	767739335	Top	1	1741	983.9642857142857
9670089	647812123	Serbian_literature	2112839	762179432	Top	1	335	30.464285714285715
9694691	635604393	Armenian_mythology	2533249	758321428	Top	1	551	180.92857142857142
9698701	763055110	Numbered_highways_in_New_York	9698654	763056174	Top	1	735	21.392857142857142
9754723	469943560	South_Tarawa	1039944	757835175	Top	1	110	101.85714285714286
9770051	506999590	City_of_San_Marino	406962	764569951	Top	1	304	230.92857142857142
9778039	739179440	World_energy_consumption	9058630	765771280	Top	1	157	1230.857142857143
9795149	578583147	Fourth_Nigerian_Republic	9793716	764504803	Top	1	51	147.17857142857142
