talk_page_id	talk_revision_id	talk_page_title	article_page_id	article_revision_id	rating	is_training
12565493	745965694	Balancing_Rocks	7119397	757410667	Top	0
12569732	507296830	House_of_Shammai	3939769	715700054	Top	0
12572696	572315695	Eleazar_ben_Azariah	8202290	711483894	Top	1
12572768	572315719	Jose_ben_Halafta	5656053	749183997	Top	1
12592296	747291008	List_of_deemed_universities	10302232	768230279	Top	1
12617802	494996714	Khvarenah	12612595	753649725	Top	1
12657397	510035393	Legislative_route	2048696	332176912	Top	1
12678346	498043678	Imbangala	2535615	746115885	Top	1
12697955	505455818	List_of_Senegalese	354473	768744135	Top	1
12739066	670074931	Siaka_Stevens	580501	751474544	Top	1
12773816	656336396	Clothing_in_the_ancient_world	10420424	761073206	Top	0
12814421	726586693	Mississippi_State_Highway_System	10715571	726383250	Top	1
12917058	758036922	Foreign_relations_of_the_Sahrawi_Arab_Democratic_Republic	5182995	757996252	Top	1
12938897	668878943	The_Happening_(song)	11666307	756420585	Top	0
12939195	499688532	History_of_Islamic_Tripolitania_and_Cyrenaica	5171127	762451599	Top	1
12955410	650456653	Car_model	2093075	701843349	Top	0
12971451	523868333	Philosophy_and_literature	2241273	758391807	Top	1
13089430	715855804	Vajrapani	756486	762268686	Top	1
13093142	711654660	Vajradhara	2909217	749170906	Top	1
13105951	751789110	Collections_of_the_Palace_Museum	341991	762278789	Top	0
13119350	650370403	States_of_Palau	689463	753156105	Top	0
13127949	743753296	Sport_in_Europe	10210014	766800806	Top	1
13130773	647736926	Regions_of_Senegal	690258	655078380	Top	1
13310038	751258656	Administrative_divisions_of_Cape_Verde	8058665	751258653	Top	1
13327150	726369474	National_Anthem_of_Zimbabwe	11176027	760874876	Top	1
13388800	746454452	Zimbabwean_art	13364855	754393865	Top	1
13443684	751867691	Kenyan_literature	13443681	751346684	Top	1
13499703	499965165	Benin_literature	13499700	725250596	Top	0
13626060	768947319	Association_football	10568	768273319	Top	1
13662554	758533419	Modern_philosophy	806467	758536661	Top	1
13692150	593356305	Early_medieval_literature	3907452	751179993	Top	0
13692202	766302475	Philosophy	13692155	768465986	Top	1
13867954	757653521	Puja_(Buddhism)	8017313	764714013	Top	1
13870827	756873018	Outline_of_marketing	9811199	763742480	Top	1
13895195	757407673	Economic_Regions_of_Egypt	13895166	762767292	Top	1
13953434	498268905	Saura_(Hinduism)	13953416	711566841	Top	1
13994038	587786894	Philosophy_and_Phenomenological_Research	13982319	707946332	Top	1
14128336	746633040	Husainid_dynasty	11069156	746633039	Top	1
14175492	639685632	Movement_for_the_Survival_of_the_Ogoni_People	732389	762943684	Top	1
14237843	623159215	Mind_(journal)	3995598	763202537	Top	0
14306984	675109352	Shirdi_Sai_Baba_movement	11797723	766452669	Top	0
14325816	759744962	2000s_in_Angola	14297439	768578111	Top	1
14424383	488256763	Pontiff	185096	757103970	Top	1
14491970	754708339	Districts_of_Sudan	4917758	754708335	Top	1
14492040	505642262	List_of_heads_of_state_of_Sudan	450116	765666516	Top	0
14492064	731659949	List_of_heads_of_state_of_South_Sudan	2799081	755717239	Top	1
14492116	514131647	National_Legislature_(Sudan)	3684660	768424933	Top	0
14660228	603219488	California_wine	14660227	754146372	Top	1
14713437	749398683	Stairway_to_Heaven	255999	767143329	Top	1
14769285	334595593	Subdivisions_of_Kiribati	690403	755244338	Top	0
14783599	179033677	Demographics_of_Palau	23375	750746889	Top	1
14783753	178977110	Geography_of_Nauru	21304	761307698	Top	1
14783779	754086658	Demographics_of_Nauru	21305	768068530	Top	1
14818520	759760301	Corruption_in_India	14496392	768868446	Top	1
14927258	550772723	French_Renaissance_architecture	8382042	765459882	Top	1
14933777	766058515	Kosovo	17391	768619690	Top	1
14974365	738075308	Islam_and_blasphemy	8922235	766976664	Top	0
15212526	538705291	Maslaha	8066479	765106845	Top	1
15212647	724418055	Ministry_of_Chemicals_and_Fertilizers	10401873	756288632	Top	1
15216876	713620954	Communes_of_Benin	4279554	766275332	Top	1
15217264	750243349	Cercles_of_Mali	4918114	758617631	Top	1
15229543	499958976	1980s_in_Angola	14898208	763760722	Top	1
15229545	499959163	1990s_in_Angola	14999768	763608447	Top	0
15298967	630316182	Phewa_Lake	15298871	765630915	Top	1
15357591	701168499	History_of_Mauritania_(1991–present)	15268541	749317133	Top	1
15375180	512504980	Isaiah_Shembe	15375165	768592109	Top	1
15382183	500871702	Geography_of_Mayotte	56696	750124785	Top	0
15383592	499970961	Public_holidays_in_Botswana	6929379	741988708	Top	1
15384938	514381162	Constitution_of_Botswana	14036561	655734062	Top	1
15385008	500872319	Communes_of_Mayotte	7917409	682028386	Top	1
15399301	754707229	Districts_of_Botswana	449419	762833977	Top	1
15399401	499967064	Sub-districts_of_Botswana	8390242	762749974	Top	0
15574142	734233072	University_of_Ghana	1622820	768558144	Top	0
15608588	754093151	Demographics_of_Western_Sahara	33223	765952852	Top	1
15641567	504805759	Sport_in_Namibia	11238858	758228305	Top	1
15651166	612362268	List_of_universities_in_Senegal	11775863	737484898	Top	0
15660644	719128844	List_of_state_highways_in_California	15627292	757887390	Top	0
15668527	190153650	List_of_state_highways_in_California_(pre-1964)	15660557	768260602	Top	0
15844469	767465249	Bantu_expansion	430134	767457667	Top	1
15896710	504812402	Communes_of_Niger	6979324	756609609	Top	1
15949793	766926103	Star	26808	768829962	Top	1
16004491	756080368	Assistant_referee_(association_football)	15998477	766794160	Top	1
16044130	497316172	French_Upper_Volta	16044126	756351222	Top	0
16085728	749114716	Cacheu	1537683	768781586	Top	1
16109553	500408366	Departments_of_the_Republic_of_the_Congo	673508	717053477	Top	0
16112575	751981970	Communes_of_Mali	16112417	753690998	Top	1
16160586	501005322	Regions_of_Guinea	2830197	703537614	Top	0
16160594	501006199	Prefectures_of_Guinea	689424	703537662	Top	1
16165040	758164852	Nebraska_State_Highway_System	8927932	758240569	Top	1
16207150	753988665	Deforestation_in_Haiti	16013469	765336840	Top	1
16216385	503044656	Regions_of_Mali	690325	766703073	Top	1
16265410	505452642	Arrondissements_of_Senegal	8319463	750887484	Top	0
16312435	739337482	1959_Tibetan_uprising	13054492	768794614	Top	1
16370493	503034145	Regions_of_Malawi	16370469	768716509	Top	1
16505274	759903654	History_of_insurance	16307870	762834402	Top	0
16552360	514381151	Constitution_of_Benin	14036675	763280421	Top	1
16552472	752208960	Constitution_of_Burkina_Faso	14036110	752208957	Top	1
16579954	752804356	Culture_of_Tunisia	498834	762275791	Top	0
16599220	501155039	Districts_of_Liberia	4103156	710816474	Top	1
16795669	735569854	Jamāl_al-Dīn_al-Afghānī	946750	758598008	Top	1
16847045	610438385	Third_Dynasty_of_Ur	1153620	764159600	Top	1
16875994	747796237	Gede,_Kenya	3409015	764927857	Top	1
16888464	752800942	Culture_of_Mali	16786905	753693281	Top	1
16889835	749864276	Abron_tribe	3050775	700107493	Top	1
16904424	500568919	Provinces_of_Equatorial_Guinea	670515	708603518	Top	1
16910737	499646736	Kenya_African_Union	829502	736376645	Top	1
16913185	501138150	Divisions_of_Kenya	10606227	737141466	Top	1
16957553	675200036	Outline_of_Russia	16285634	759551969	Top	1
17007691	725474176	Wildlife_of_Réunion	12533665	725474173	Top	1
17008429	730815495	Media_of_Sierra_Leone	11146094	767909718	Top	1
17030847	767490008	Puntland–Somaliland_dispute	13745519	767267224	Top	1
17041130	741343700	Districts_of_Ethiopia	16847257	751003657	Top	1
17044057	746658633	Battle_of_Mogadishu_(2008)	17037183	764964486	Top	1
17047268	675200275	Outline_of_Tibet	16993046	759695685	Top	0
17049231	671880780	Great_Escarpment,_Southern_Africa	5829005	764280805	Top	1
17206688	505789215	Culture_of_Swaziland	346617	733086063	Top	1
17209385	505484726	Districts_of_Sierra_Leone	1297784	662177082	Top	1
17209479	505484506	Provinces_of_Sierra_Leone	375407	740512659	Top	1
17239525	504811252	Regions_of_Niger	17229143	710748067	Top	1
17272943	602735623	Paul_McCartney's_musical_career	16034444	767343208	Top	0
17397630	582682318	Ministry_of_Consumer_Affairs,_Food_and_Public_Distribution	10449562	745953742	Top	1
17397898	726106602	Ministry_of_External_Affairs_(India)	10302410	768161845	Top	1
17398098	750388565	Ministry_of_Human_Resource_Development	10467505	766409827	Top	1
17444430	407910512	Gagra_District	11923344	758733206	Top	1
17461923	495820946	Kposo_people	1750994	676908476	Top	1
17463171	505802722	Prefectures_of_Togo	4281051	768802254	Top	1
17463179	505802614	Regions_of_Togo	2125190	753162484	Top	1
17504425	595456926	Communes_of_Algeria	8277118	764783052	Top	0
17560144	737643392	Vice_President_of_Brazil	3599909	763237594	Top	1
17573727	750773505	Chica_da_Silva	12864908	753699667	Top	1
17620628	751862500	Bassa_people_(Liberia)	1235223	757658720	Top	1
17667602	630512308	Ministry_of_Foreign_Affairs_and_European_Integration_of_Moldova	17667593	733536688	Top	1
17668889	749941542	Cat_health	16176078	767101273	Top	1
17670077	505612174	Wildlife_of_South_Africa	11876255	766154614	Top	1
17692247	504647758	Constituencies_of_Namibia	952936	702099324	Top	1
17715204	216612978	List_of_Interstate_Highways_in_Mississippi	10733918	763176047	Top	1
17748753	756812065	2003_Bam_earthquake	17422933	766160476	Top	1
17757048	766440475	Cake	57572	768496045	Top	1
17817948	453099466	List_of_buildings_and_structures_in_Saint_Petersburg	16915081	685302831	Top	1
17832388	748801152	Vaitarna	2043892	766464878	Top	1
17864996	501014698	Sectors_of_Guinea-Bissau	4918051	736744715	Top	1
17865015	501014570	Regions_of_Guinea-Bissau	666380	762372347	Top	1
17884398	583504592	Provinces_of_Mozambique	449425	719308293	Top	1
17923620	500995084	Regions_of_Ghana	666430	754607482	Top	0
17924213	628549755	Elections_in_Ghana	1273029	753879328	Top	1
17924219	500997510	Judiciary_of_Ghana	6501931	721322829	Top	1
17976099	584388457	Sharpeville	392288	762021611	Top	1
17983685	609114780	No_Coward_Plays_Hockey	8287599	609114777	Top	1
18012720	689732223	My_World_Is_Empty_Without_You	6767333	757075141	Top	1
18018607	514397160	Ministry_of_Foreign_Affairs_(Iraq)	17142702	705624334	Top	1
18019062	514846681	Ministry_of_Foreign_Affairs_(Albania)	18019050	706147990	Top	1
18076428	731790363	Nationalist_Movements_in_India	17887525	767469909	Top	1
18083260	499973867	Provinces_of_Burundi	690106	750744540	Top	1
18083319	499973932	Communes_of_Burundi	4295962	750563114	Top	1
18096703	457418569	Education_in_Barbados	18092101	765238796	Top	1
18225632	499972905	Sport_in_Burkina_Faso	18225629	751351794	Top	1
18264189	749113268	Puducherry	68143	768381753	Top	0
18426191	760162165	Personal_computer	18457137	767794648	Top	1
18515540	767992351	Disney_Renaissance	18413584	768946264	Top	0
18542588	560234440	Precolonial_Mauritania	18536642	747086955	Top	0
18555125	499832233	Colonial_Mauritania	18536706	762929969	Top	1
18558787	744088880	Sport_in_South_America	18558780	759738522	Top	0
18666897	514891350	Voskhod_1	195218	760970739	Top	1
18689304	759137707	Geography	18963910	763699566	Top	1
18689308	747812867	Literature	18963870	768556150	Top	1
18706721	758547124	English_literature	18973384	766504267	Top	1
18708731	752799142	Culture_of_England	18973410	768019389	Top	1
18717286	768636755	Economics	9223	768428360	Top	1
18742708	740180495	2008_Mauritanian_coup_d'état	18742654	766614003	Top	1
18763021	767760353	Russo-Georgian_War	18762503	768826762	Top	1
18794775	723518273	List_of_presidents_of_Russia	9730914	764324703	Top	1
18948872	751862461	Baga_people	3087278	753566414	Top	1
18973588	767729330	Tree	18955875	763849356	Top	1
18993822	753729427	Solid	18993816	754610795	Top	1
18993834	765856954	Liquid	18993825	765719720	Top	1
18994205	754655952	Computer_virus	18994196	768958673	Top	1
19060461	669708389	Sukhumi_District	11923876	749914395	Top	1
19060469	725830812	Ochamchira_District	11923680	728058495	Top	1
19060497	407910738	Gudauta_District	11923420	741936586	Top	1
19097690	752197248	Ancient_Olympic_Games	19098431	768904120	Top	1
19109283	624049612	HIV/AIDS_in_Guinea	19023279	710670104	Top	0
19112791	501155867	Clans_of_Liberia	17563578	699323673	Top	1
19156493	763339825	Culture	19159508	768198224	Top	1
19172232	717852624	Prokaryote	19172225	768027948	Top	1
19172489	762591162	Eukaryote	24536543	768840109	Top	0
19172494	743649370	Protist	19178886	765041080	Top	1
19172986	594406067	Communications_in_Liberia	17797	766647231	Top	1
19177577	633699628	Culture_of_Eritrea	4789540	761176021	Top	1
19230645	745850164	Ra	19230848	764739908	Top	1
19231243	505292209	Provinces_of_São_Tomé_and_Príncipe	667303	611650604	Top	1
19231247	505293009	Districts_of_São_Tomé_and_Príncipe	2960015	690917216	Top	1
19265952	582908466	List_of_capitals_of_India	171705	766377842	Top	1
19290018	711252155	Crustacean	40119056	765986488	Top	1
19291010	749216424	Arachnid	87168	768839416	Top	0
19301052	768893347	Toke_Talagi	18018945	757515377	Top	1
19345191	733127211	Stock	19372783	764747487	Top	0
19473534	651346299	Piracy_in_the_Gulf_of_Guinea	13766551	767901448	Top	1
19604121	635588349	Atomic_mass	19604151	768220938	Top	1
19631081	711081729	Russian_Empire	20611504	768928564	Top	1
19637325	744573536	Ant	2594	767612606	Top	1
19655969	726310226	Electro-industrial	3922387	758759515	Top	1
19702083	734184056	Media_of_Niger	18628885	739913416	Top	1
19760865	759435200	The_Doors	29801	768239177	Top	1
20198175	676576482	Institute_of_consecrated_life	4059245	757920568	Top	1
20289108	675881221	Deadline	597117	767532575	Top	1
20347661	764067006	Arabic_script	6685329	767462794	Top	1
20359041	513269682	National_Assembly_(Mauritius)	4502169	768755414	Top	1
20560304	765736201	Spain	26667	768889414	Top	1
20913737	737410400	Drama	20913753	768025454	Top	0
20948561	732224988	Emirate_of_Dubai	3509285	767863429	Top	1
21021645	509741215	List_of_Soviet_manned_space_missions	14535363	747105619	Top	1
21069413	662712933	Egyptian_mythology	21069417	762791908	Top	1
21069427	503343544	Wildlife_of_Mauritius	12297789	762765527	Top	0
21077397	587545358	Media_of_Ghana	21067098	768977733	Top	0
21090864	759507188	Medicine	18957	768813158	Top	1
21106045	496499973	Bariba_people	21042924	731875296	Top	1
21109524	740312897	Profit_(accounting)	19417927	768712780	Top	1
21132221	752392643	Yap	21132286	768796155	Top	1
21188345	689956129	Fuel	21188370	768596927	Top	1
21189288	756461146	Engineering	9251	768840624	Top	1
21195800	738217929	Regions_of_Cameroon	451028	758601369	Top	1
21195824	500099326	Prefectures_of_the_Central_African_Republic	690100	768105586	Top	1
21195923	751870141	Regions_of_Eritrea	690147	755897004	Top	1
21195946	754707834	Districts_of_Lesotho	449578	754707825	Top	1
21209276	750635486	Regions_of_Swaziland	508936	750635483	Top	1
21242880	501006559	Sub-prefectures_of_Guinea	21242847	767585421	Top	1
21245791	749787158	Carpet	264268	768210392	Top	1
21268046	504499200	Postos_of_Mozambique	17234879	653051583	Top	1
21281433	757737303	Brussels	3708	768908237	Top	1
21290954	760441212	Windows_ME	75458	767182190	Top	0
21291368	729300297	Windows_NT	21291483	768147104	Top	1
21347518	753410070	Units_of_measurement	21347678	768034037	Top	0
21356310	505648617	List_of_Sudanese_writers	8903323	762103339	Top	1
21358970	706632045	Ghana_Empire	21077671	767721917	Top	1
21389079	759104003	Kevin_Rudd	380965	768183934	Top	0
21438031	764049928	Lava	21438242	765632376	Top	1
21471766	740389568	2009_timeline_of_the_War_in_Somalia	20914502	768600832	Top	1
21478799	763951207	History_of_China	5760	766701392	Top	1
21492466	768681715	Physics	22939	768666731	Top	1
21516353	689326676	Electronic_game	1689753	749629523	Top	1
21534548	760212249	List_of_heads_of_government_of_Russia	19321136	763200844	Top	1
21588619	696491191	Marcelino_Manuel_da_Graca	21488351	768703054	Top	1
21718181	764460530	Accounting	2593	768140181	Top	1
21805017	572318138	Simeon_ben_Gamliel_II	8828900	749428735	Top	0
21844909	505484873	Chiefdoms_of_Sierra_Leone	17562111	761899082	Top	1
21901329	336855675	Cross-Strait_Economic_Zone	21773666	667279429	Top	1
21901993	755857504	Education_in_Cape_Verde	18102998	768654634	Top	1
21903320	744695895	Cape_Verdean_diaspora	13818153	761470569	Top	1
22026894	706653778	Taxicab	22026933	768721407	Top	1
22036556	750125169	History_of_the_United_Kingdom	31723	768878906	Top	0
22036564	712918051	History_of_London	14020	768711921	Top	1
22061991	620099033	Pure_land	14179211	752338736	Top	1
22208983	499960902	Communes_of_Angola	22208914	764573902	Top	1
22214526	701909518	Cliff_Whiting	21857379	748378520	Top	0
22307261	675200241	Outline_of_Tanzania	16285746	759688928	Top	1
22339776	665456195	Arhat	21996250	762105305	Top	1
22350645	756113038	Elections_in_Malawi	924108	756113034	Top	1
22425808	732485685	Swimming_(sport)	22425760	768334960	Top	1
22518528	736333368	Ta'zieh	8206727	767224943	Top	1
22553008	748766210	Buddhist_studies	19583453	748766209	Top	0
22573615	703269351	Sub-prefectures_of_the_Central_African_Republic	4568143	768491351	Top	1
22661077	695805195	Transgenesis	14257229	734874118	Top	1
22865022	500859809	Sport_in_Ethiopia	21454124	767098434	Top	1
22912999	741447779	Occultation_(Islam)	17913849	755421559	Top	1
22928905	725967333	Hizbul_Islam	21462079	767945037	Top	0
22946786	437652756	State_media	20803507	763694065	Top	1
23035320	653324625	Ministry_of_Public_Health_(Democratic_Republic_of_the_Congo)	19686492	653327584	Top	1
23097475	724167852	Philosophers'_Imprint	18692293	724167692	Top	1
23152266	754619100	Direct_negotiations_between_Chile_and_Argentina_in_1977–78	17805779	764132833	Top	0
23397824	729700649	Punjab,_India	23397776	768816442	Top	1
23461035	691704631	Iranian_religions	952063	763537875	Top	0
23470665	730196663	Plant_ecology	23470640	766052908	Top	1
23478058	685643558	Federal_Airports_Authority_of_Nigeria	23454348	765512066	Top	1
23638540	501002286	Akan_art	9464742	710342303	Top	1
23667664	768910376	Sex	26805	758090730	Top	0
23902990	741203789	Los_Angeles_metropolitan_area	352839	768175345	Top	1
23935324	574564069	State_Anti-fascist_Council_for_the_National_Liberation_of_Bosnia_and_Herzegovina	10787400	738838419	Top	1
23935331	574563610	State_Anti-fascist_Council_for_the_National_Liberation_of_Montenegro_and_Boka	7446829	763614030	Top	1
23935417	574563722	Anti-fascist_Assembly_for_the_National_Liberation_of_Serbia	10125628	763613730	Top	1
23977541	521065780	Albania–Kosovo_relations	19057062	765694138	Top	1
23977834	765650769	Kosovo–Turkey_relations	19023221	766294392	Top	1
24015327	511567942	List_of_Emperors_of_Ethiopia	1121419	766438377	Top	1
24035484	506086121	List_of_Ugandans	16622097	768341301	Top	1
24110158	494996166	Frashokereti	22726745	740802365	Top	1
24170035	654100225	Francophone_literature	1331837	725149715	Top	1
24414778	315169912	Methodist_Church_Ghana	7693778	768748200	Top	1
24439158	689439268	Women_in_the_Middle_Ages	24439076	768348685	Top	1
24632360	716112275	Africa_Movie_Academy_Awards	24604354	763918641	Top	1
24705954	767681795	Pollution_in_China	9895897	768891571	Top	1
24711978	697573296	Enlightenment_in_Buddhism	440260	764069825	Top	0
24724767	500875327	Departments_of_Gabon	3805731	755997156	Top	0
24732068	500409840	Districts_of_Djibouti	3253628	759195952	Top	1
24924322	748847191	Bundism	38849690	748847189	Top	1
24953600	695125392	Kingdom_of_Sitawaka	18395822	757442883	Top	1
24955229	702223477	Kingdom_of_Tambapanni	24306553	739081087	Top	1
24968238	734155224	List_of_islands_of_the_Marshall_Islands	23856791	757628320	Top	1
24970250	702223502	Kingdom_of_Upatissa_Nuwara	24306747	762061386	Top	1
25007314	461376735	History_of_botany	25007304	765077099	Top	1
25031131	756031582	ElGamal_signature_scheme	2033473	756031579	Top	1
25036319	767991934	List_of_Russian_inventors	24925308	764237842	Top	1
25076938	744764293	Architecture_of_Denmark	17946256	758448552	Top	1
25145708	698648275	List_of_leaders_of_Russia	467935	745360344	Top	0
25145800	577053083	List_of_Russian-language_playwrights	25044334	762303449	Top	1
25168289	764654823	P_versus_NP_problem	6115	768171547	Top	1
25561765	744586675	Anyi_people	25561754	765254688	Top	0
25570055	747225861	New_Zealand_flag_debate	17777260	755340149	Top	1
25708414	720132397	Trade_in_Morocco	20612744	744267060	Top	1
25896667	551147027	League_of_Peja	15905382	756232692	Top	1
25941387	687197963	Early_life_of_Pedro_II_of_Brazil	25941385	717709223	Top	1
25941698	685276551	Legacy_of_Pedro_II_of_Brazil	25941693	764721537	Top	1
25942144	749749309	Decline_and_fall_of_Pedro_II_of_Brazil	25942141	749690962	Top	1
25983066	681076094	Haiti_indemnity_controversy	25867263	700393084	Top	1
26073170	499954404	Districts_of_Algeria	14176457	745284332	Top	1
26084514	388062115	Incense_in_China	18987141	764711461	Top	1
26142435	396605605	Lists_of_rulers_of_Kenya	5812551	754856245	Top	1
26161420	715408062	Public_transport	26162030	768202726	Top	1
26217941	501157817	Languages_of_Liberia	20246110	677700571	Top	1
26266632	724593089	Spamming	28368	768090034	Top	1
26500192	504503618	Culture_of_Mozambique	10983676	767789233	Top	1
26502358	584525273	Culture_of_Djibouti	436866	759163437	Top	1
26597107	577478164	List_of_official_languages_by_institution	286365	764153509	Top	1
26674827	679992236	Maritime_history_of_Somalia	24348824	750328087	Top	1
26776831	620717168	Maryland_highway_system	26737766	755596993	Top	1
26783795	449898371	Lauriston_Airport	26472239	753039788	Top	1
26807212	603986406	HIV/AIDS_in_Tanzania	5231700	637658087	Top	1
26876586	600091348	Architecture_of_Italy	9309233	762744849	Top	1
26894947	463322355	Soviet_Central_Television	25837700	767884364	Top	1
26913926	743753230	Sports_in_Asia	12421987	753544189	Top	1
26930434	573297209	HIV/AIDS_in_Lesotho	19023327	712929191	Top	1
26992493	533539145	Assin	26992469	745454508	Top	1
27348795	665884436	Visa_requirements_for_Micronesian_citizens	27339723	764950633	Top	1
27374840	685221750	Growth_of_Pedro_II_of_Brazil	27374833	765674481	Top	1
27417037	751416159	Track_and_field	194904	768757121	Top	1
27550063	725455626	Muteesa_I_of_Buganda	24159962	732475302	Top	0
27665575	754139850	Charismatic_Christianity	162210	768206296	Top	0
27812895	679661016	Computation	5926	766895478	Top	1
27912090	501122145	Marine_life_of_the_Canary_Islands	15080908	744199300	Top	0
27915708	734627754	Pedro_Afonso,_Prince_Imperial_of_Brazil	27915686	731024680	Top	1
27951114	583995046	Dutch_colonisation_of_the_Guianas	330999	767511747	Top	1
27968838	751172738	Christian_theology	27968837	767969612	Top	0
28043954	628780058	Indian_rupee_sign	28043791	765025894	Top	1
28263679	723948756	The_World's_25_Most_Endangered_Primates	28263672	752365247	Top	1
28653943	461863074	Inter-American_Highway	4211634	735028906	Top	1
28666951	519145603	List_of_roads_in_Iceland	23817416	753461851	Top	1
29027288	746948652	Second_law_of_thermodynamics	133017	768907807	Top	1
29044836	495808801	Aja_people	841303	708485324	Top	1
29045053	573295891	HIV/AIDS_in_Benin	19023134	698771118	Top	1
29049356	663606468	Government_of_Republika_Srpska	23002443	697820032	Top	1
29050800	691986636	National_Assembly_(Republika_Srpska)	4358733	752811509	Top	0
29050926	724031140	Eastern_Orthodoxy_in_Bosnia_and_Herzegovina	15056741	746444058	Top	1
29058533	747917834	Bobo_people	20595803	749362946	Top	1
29063060	500050053	Departments_of_Cameroon	5451377	720730079	Top	1
29087041	500098590	Central_African_Republic_Council_of_Ministers	16885611	704929987	Top	1
29099360	679151074	Public_holidays_in_the_Comoros	843496	679151072	Top	1
29100313	500408500	Communes_of_the_Republic_of_the_Congo	23898599	665828597	Top	1
29100322	500408643	Districts_of_the_Republic_of_the_Congo	4568114	717397721	Top	0
29112417	736195442	Climate_of_Egypt	26296751	768002844	Top	1
29118803	500878489	Media_of_Gabon	23642880	707577532	Top	1
29118809	500876472	List_of_places_in_Gabon	441181	710566367	Top	1
29118863	500878234	Culture_of_Gabon	18774458	699770855	Top	1
29118987	745967512	Balanta_people	18584231	751312142	Top	1
29133707	421207185	List_of_Russian_admirals	29133698	768713062	Top	1
29167707	538102789	List_of_Russian_aerospace_engineers	29167696	676753892	Top	1
29176757	731925787	Value_proposition	14148304	759656598	Top	1
29180348	501144234	Healthcare_in_Kenya	19009361	768899104	Top	1
29208063	557295239	History_of_Mauritania_(1978–91)	18686911	752933383	Top	1
29208066	557295393	History_of_Mauritania_(1960–78)	18686674	563887315	Top	1
29211746	573297385	HIV/AIDS_in_Namibia	19027873	744974129	Top	1
29220526	675578873	List_of_SAARC_summits	29220486	765568501	Top	1
29223973	682296394	Government_of_Rivers_State	28891101	752608421	Top	1
29232527	492540223	List_of_Russian_mathematicians	29232472	761561215	Top	1
29235280	492540798	List_of_Russian_biologists	29235275	754592049	Top	1
29238815	505293671	Wildlife_of_São_Tomé_and_Príncipe	12533307	747689153	Top	1
29269159	624860380	Sultanate_of_the_Geledi	24019660	745977988	Top	1
29269415	628620431	Transitional_Federal_Institutions	9285099	665224783	Top	1
29269434	548512651	Warsangali_Sultanate	1054013	764928965	Top	1
29273188	720943634	History_of_construction	12527374	768474145	Top	0
29278273	508318696	Kahatowita	26015927	766092314	Top	1
29279233	730772718	Vice_President_of_Sudan	18481700	768390301	Top	1
29279367	505950480	Revolutionary_Command_Council_for_National_Salvation	11177255	767218369	Top	1
29279864	751869665	HIV/AIDS_in_Zambia	19027927	766992196	Top	1
29279870	573298176	HIV/AIDS_in_Zimbabwe	19027939	694629976	Top	0
29287336	505811007	Delegations_of_Tunisia	13540279	717822914	Top	1
29310497	506089963	Subdivisions_of_Zambia	25544130	744488911	Top	1
29317406	725968651	Politics_of_Saint_Helena,_Ascension_and_Tristan_da_Cunha	29190385	746471688	Top	0
29548895	664517611	Stored-program_computer	148417	765485959	Top	1
29644266	600791915	Ancient_Chinese_states	29632093	758009252	Top	1
29660789	749160632	Central_banks_and_currencies_of_the_Americas	8382608	749161884	Top	1
30105523	509741131	List_of_Russian_manned_space_missions	30104339	768114559	Top	0
30247659	739057958	List_of_the_most_recent_elections_by_country	30247658	765971886	Top	0
30316986	491095105	Vaikhanasas	10769961	762550180	Top	1
30373179	757464552	Moroccans	5639315	765618592	Top	0
30397496	454521461	List_of_canals_in_Russia	27038315	715530435	Top	1
30414232	505648740	List_of_Sudanese_singers	8525123	747665427	Top	1
30637850	762562486	Indian_independence_movement	161022	768481056	Top	1
30640747	751871221	Languages_of_Burkina_Faso	19853112	763187600	Top	1
30736021	548523039	Mambila	9629999	766687446	Top	0
30778042	765469782	Particle	30778041	766838880	Top	1
30852299	449925407	Governor_of_Chuuk	30852232	650995334	Top	1
30852302	413682552	Governor_of_Kosrae	30852074	731547333	Top	1
30852304	413682583	Governor_of_Pohnpei	30852167	708774807	Top	0
30852305	413682605	Governor_of_Yap	30852120	651323816	Top	1
31146011	745819336	States_of_South_Sudan	30852056	768477631	Top	1
31338322	700049236	Colombian_tiple	31338263	748194202	Top	1
31686542	727307983	Adi_Parashakti	31678975	767036832	Top	1
31846177	751345493	Cinema_of_Algeria	30189231	751345489	Top	1
31849508	745440519	Attributes_of_God_in_Christianity	2348110	749322102	Top	1
31871411	533539793	Takoradi_Harbour	31869512	681046509	Top	0
31871414	500999093	Tema_Harbour	31871230	747146234	Top	0
31925766	673045719	Ministry_of_Agriculture_(Brazil)	31925759	762671713	Top	1
32299131	767490964	The_Velvet_Underground	19760229	768671400	Top	0
32328882	708080927	South_Sudan	32350676	768845594	Top	1
32353839	754091263	Demographics_of_South_Sudan	32353778	767568818	Top	1
32364670	759802997	Glossary_of_tropical_cyclone_terms	32300647	759802996	Top	0
32489415	763781786	Insurance	15176	768435978	Top	0
32518150	505949084	National_Revolutionary_Command_Council_(Sudan)	31229578	751036542	Top	1
32555050	706926532	Immigration_to_Ghana	32554806	766793745	Top	0
32713635	744033232	BBC_Archives	23998233	762519177	Top	1
32720035	751862317	Ahanta_people	26641622	749452316	Top	1
32720036	751868057	Asare_Konadu	31584773	749800782	Top	1
32749080	644789394	I'jaz	3718777	757955716	Top	1
32780032	767685797	Windows_7	326123	767022386	Top	1
33201192	505462179	Majeerteen_Sultanate	33201167	750696459	Top	1
